"OBJECTID","County","Jurisdiction","Abbreviated_District_Name","Full_District_Name","District_Mapped","Overlay","District_Mapped_But_Extinct","Type_of_Zoning_District","Affordable_Housing_District","Elderly_Housing_District","F1_Family_Treatment","F2_Family_Treatment","F3_Family_Treatment","F4_Family_Treatment","F5_Family_Treatment","Accessory_Dwelling_Unit__ADU__Treatment","Affordable_Housing__AH__Treatment","Planned_Residential_Development__PRD__Treatment","NOTES","F1_Family_Min__Lot","F1_Family_Front_Setback","F1_Family_Side_Setback","F1_Family_Rear_Setback","F1_Family_Lot_Frontage_Requirement","F1_Family_Max__Lot_Coverage___Buildings","F1_Family_Max__Lot_Coverage___Buildings___Impervious_Surface","F1_Family_Min___Parking_Spaces","F1_Family_Max__Stories","F1_Family_Max__Height","F1_Family_Floor_to_Area_Ratio","F1_Family_Min__Unit_Size","F2_Family_Affordable_Housing_Only","F2_Family_Elderly_Housing_Only","F2_Family_Min__Lot","F2_Family_Max__Density","F2_Family_Front_Setback","F2_Family_Side_Setback","F2_Family_Rear_Setback","F2_Family_Lot_Frontage_Requirement","F2_Family_Max__Lot_Coverage___Buildings","F2_Family_Max__Lot_Coverage___Buildings___Impervious_Surface","F2_Family_Min___Parking_Spaces_Per_Studio_or_1BR","F2_Family_Min___Parking_Spaces_Per__2BR","F2_Family_Max__Stories","F2_Family_Max__Height","F2_Family_Floor_to_Area_Ratio","F2_Family_Min__Unit_Size","F3_Family_Affordable_Housing_Only","F3_Family_Elderly_Housing_Only","F3_Family_Min__Lot","F3_Family_Max__Density","F3_Family_Front_Setback","F3_Family_Side_Setback","F3_Family_Rear_Setback","F3_Family_Lot_Frontage_Requirement","F3_Family_Max__Lot_Coverage___Buildings","F3_Family_Max__Lot_Coverage___Buildings___Impervious_Surface","F3_Family_Min___Parking_Spaces_Per_Studio_or_1BR","F3_Family_Min___Parking_Spaces_Per__2BR","F3_Family_Connection_to_Sewer_and_or_Water_Required","F3_Family_Connection_or_Proximity_to_Public_Transit_Required","F3_Family_Max__Stories","F3_Family_Max__Height","F3_Family_Floor_to_Area_Ratio","F3_Family_Min__Unit_Size","F3_Family_Max__Bedrooms","F4__Family_Affordable_Housing_Only","F4__Family_Elderly_Housing_Only","F4__Family_Max__Density","F4__Family_Front_Setback","F4__Family_Side_Setback","F4__Family_Rear_Setback","F4_Family_Lot_Frontage_Requirement","F4__Family_Max__Lot_Coverage___Buildings","F4__Family_Max__Lot_Coverage___Buildings___Impervious_Surface","F4__Family_Min___Parking_Spaces_Per_Studio_or_1BR","F4__Family_Min___Parking_Spaces_Per_2__BR","F4__Family_Connection_to_Sewer_and_or_Water_Required","F4__Family_Connection_or_Proximity_to_Public_Transit_Required","F4__Family_Max__Stories","F4__Family_Max__Height","F4__Family_Floor_to_Area_Ratio","F4__Family_Min__Unit_Size","F4__Family_Max__Bedrooms","F4__Family_Max__Units","F5_Family_Affordable_Housing_Only","F5_Family_Elderly_Housing_Only","F5_Family_Min__Lot_ACRES_","F5_Family_Max__Density__UNITS_ACRE_","F5_Family_Front_Setback____of_feet_","F5_Family_Side_Setback____of_feet_","F5_Family_Rear_Setback____of_feet_","F5__Family_Lot_Frontage_Requirement","F5_Family_Max__Lot_Coverage___Buildings____","F5_Family_Max__Lot_Coverage___Buildings___Imperviou","F5_Family_Min___Parking_Spaces_Per_Studio_or_1BR","F5_Family_Min___Parking_Spaces_Per_2__BR","F5_Family_Connection_to_Sewer_and_or_Water_Required","F5_Family_Connection_or_Proximity_to_Public_Transit","F5_Family_Max__Height____of_stories_","F5_Family_Max__Height____of_feet_","F5_Family_Floor_to_Area_Ratio","F5_Family_Min__Unit_Size__SF_","F5_Family_Max___Bedrooms_Per_Unit","F5_Family_Max___Units_Per_Building","AH___Definition","AH___Elderly_Housing_Only","AH_Min__Lot","AH_Max__Density","AH_Min__Parking_Spaces_Per_Studio_or_1BR","AH_Min__Parking_Spaces_Per_2__BR","AH_Min__Unit_Size","AH_Max__Bedrooms","AH_Max__Units","ADU_Employee_or_Family_Occupancy_Required","ADU_Renter_Occupancy_Prohibited","ADU_Owner_Occupancy_Required","ADU_Elderly_Housing_Only","ADU_Min__Lot","ADU_Min_Parking_Spaces","ADU_Restricted_to_Only_Primary_Structure__i_e___No_Outbuildings","ADU_Max__Percent_Main_Unit","ADU_Max__Bedrooms","Mobile_or_Manufactured_Home_Park","PRD_Min__Development_Size","PRD_Max__Density","PRD_Max__Units","PUD_required_with_Subdivision","PUD_Threshold__","PUD_allowed","PUD_requiring_land_conservation","Base_Residential_Density___dwellings_acre_","F1_Family_Front_Setback_Units","F1_Family_Side_Setback_Units","F1_Family_Rear_Setback_Units","F1_Family_Max__Lot_Coverage___Buildings_Units","F1_Family_Max__Lot_Coverage___Buildings___Impervious_Surface_Uni","F1_Family_Min___Parking_Spaces_Units","F1_Family_Max__Stories_Units","F1_Family_Max__Height_Units","F1_Family_Floor_to_Area_Ratio_Units","F1_Family_Min__Unit_Size_Units","F2_Family_Max__Density_Units","F2_Family_Front_Setback_Units","F2_Family_Side_Setback_Units","F2_Family_Rear_Setback_Units","F2_Family_Max__Lot_Coverage___Buildings_Units","F2_Family_Max__Lot_Coverage___Buildings___Impervious_Surface_Uni","F2_Family_Min___Parking_Spaces_Per_Studio_or_1BR_Units","F2_Family_Min___Parking_Spaces_Per__2BR_Units","F2_Family_Max__Stories_Units","F2_Family_Max__Height_Units","F2_Family_Floor_to_Area_Ratio_Units","F2_Family_Min__Unit_Size_Units","F3_Family_Max__Density_Units","F3_Family_Front_Setback_Units","F3_Family_Side_Setback_Units","F3_Family_Rear_Setback_Units","F3_Family_Max__Lot_Coverage___Buildings_Units","F3_Family_Max__Lot_Coverage___Buildings___Impervious_Surface_Uni","F3_Family_Min___Parking_Spaces_Per_Studio_or_1BR_Units","F3_Family_Min___Parking_Spaces_Per__2BR_Units","F3_Family_Max__Stories_Units","F3_Family_Max__Height_Units","F3_Family_Floor_to_Area_Ratio_Units","F3_Family_Min__Unit_Size_Units","F3_Family_Max__Bedrooms_Units","F4__Family_Max__Density_Units","F4__Family_Front_Setback_Units","F4__Family_Side_Setback_Units","F4__Family_Rear_Setback_Units","F4__Family_Max__Lot_Coverage___Buildings_Units","F4__Family_Max__Lot_Coverage___Buildings___Impervious_Surface_Un","F4__Family_Min___Parking_Spaces_Per_Studio_or_1BR_Units","F4__Family_Min___Parking_Spaces_Per_2__BR_Units","F4__Family_Max__Stories_Units","F4__Family_Max__Height_Units","F4__Family_Floor_to_Area_Ratio_Units","F4__Family_Min__Unit_Size_Units","F4__Family_Max__Bedrooms_Units","F4__Family_Max__Units_Units","AH_Min__Lot_Units","AH_Max__Density_Units","AH_Min__Parking_Spaces_Per_Studio_or_1BR_Units","AH_Min__Parking_Spaces_Per_2__BR_Units","AH_Min__Unit_Size_Units","AH_Max__Bedrooms_Units","AH_Max__Units_Units","ADU_Min__Lot_Units","ADU_Min_Parking_Spaces_Units","ADU_Max__Percent_Main_Unit_Units","ADU_Max__Bedrooms_Units","PRD_Min__Lot_Units","PRD_Max__Density_Units","PRD_Max__Units_Per_Development_Units","Parent_Jurisdiction","AH_Connection_to_Sewer_and_or_Water_Required","AH_Connection_or_Proximity_to_Public_Transit_Required","Special_Notes","Tooltip_Notes","ADU_Max__Size","ADU_Max__Size_Units","State","Shape_Length","Shape_Area","F1_Family_Min__Lot_Units","F2_Family_Min__Lot_Units","F3_Family_Min__Lot_Units","F4__Family_Min__Lot","F4__Family_Min__Lot_Units"
1533,"Windham","Rockingham","R-14","Riverfront 14",1,"No","No","Nonresidential",0,0,"Prohibited","Prohibited","Prohibited","Prohibited","Prohibited","Prohibited","Not Mentioned","Public Hearing","Multifamily dwellings could be included as accessory uses in a PUD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,"N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.0232974606113608,1.12206468463322e-05,"N/A","N/A","N/A",NA,"N/A"
1524,"Windham","Rockingham","CB-7","Central Business",1,"No","No","Mixed with Residential",0,0,"Prohibited","Prohibited","Public Hearing","Public Hearing","Public Hearing","Prohibited","Not Mentioned","Prohibited",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","0.16",NA,NA,"12","30","70","50",NA,"1","1","No","No",NA,NA,NA,NA,NA,"No","No",NA,NA,"12","30","70","50",NA,"1","1","No","No",NA,NA,NA,NA,NA,NA,"No","No","0.16",NA,NA,"12","30","70","50",NA,"1","1","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Feet","Feet","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Feet","Feet","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.0190782664712182,8.61438448099837e-06,"N/A","N/A","Acres","0.16","Acres"
1528,"Windham","Rockingham","IND-14","Industrial 14",1,"No","No","Nonresidential",0,0,"Prohibited","Prohibited","Prohibited","Prohibited","Prohibited","Prohibited","Not Mentioned","Public Hearing","Multifamily dwellings could be included as accessory uses in a PUD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,"N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.0386934323938034,2.10190066380572e-05,"N/A","N/A","N/A",NA,"N/A"
1714,"Windsor","Springfield","E7","Exit seven district",1,"No","No","Nonresidential",0,0,"Prohibited","Prohibited","Prohibited","Prohibited","Prohibited","Prohibited","Not Mentioned","Prohibited",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes","Yes",NA,"N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.0255339677281954,1.24128257492881e-05,"N/A","N/A","N/A",NA,"N/A"
1731,"Windsor","Springfield","RPD","Riverbank protection overlay district",1,"No","No","Overlay not Affecting Use",0,0,"Overlay","Overlay","Overlay","Overlay","Overlay","Allowed/Conditional","Not Mentioned","Public Hearing",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes","Yes",NA,"N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.361058310441629,0.000576571836581598,"N/A","N/A","N/A",NA,"N/A"
1633,"Windsor","Windsor","DDR","Downtown Design Review Overlay",1,"Yes","No","Overlay not Affecting Use",0,0,"Overlay","Overlay","Overlay","Overlay","Overlay","Overlay","Overlay","Overlay",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.0686696486694422,7.07538706174802e-05,"N/A","N/A","N/A",NA,"N/A"
1632,"Windsor","Windsor","VMU","Village Mixed Use",1,"No","No","Mixed with Residential",0,0,"Public Hearing","Public Hearing","Public Hearing","Public Hearing","Public Hearing","Allowed/Conditional","Not Mentioned","Public Hearing",NA,"0.02","10","10","20","50","75","N/A","2","N/A","60",NA,NA,"No","No","0.04","50","10","10","20","50","75",NA,"2","2",NA,"60",NA,NA,"No","No","0.06","50","10","10","20","50","75",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,"No","No","50","10","10","20","50","75",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,NA,"No","No","0.1","50","10","10","20","50","75",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","No","0.02","2","No","30",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Feet","Feet","Feet","Percent","N/A","Spaces per Unit","N/A","Feet","N/A","N/A","Units per Acre","Feet","Feet","Feet","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","Units per Acre","Feet","Feet","Feet","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","N/A","Units per Acre","Feet","Feet","Feet","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Acres","Parking Spaces Add'l to Main Unit","Percent","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.044351307604431,2.35706949284636e-05,"Acres","Acres","Acres","0.08","Acres"
1624,"Windsor","Windsor","CB","Central Business",1,"No","No","Mixed with Residential",0,0,"Allowed/Conditional","Allowed/Conditional","Allowed/Conditional","Allowed/Conditional","Allowed/Conditional","Allowed/Conditional","Not Mentioned","Public Hearing",NA,"0.02","N/A","N/A","N/A","50","90","N/A","2","N/A","60",NA,NA,"No","No","0.04","50",NA,NA,NA,"50","90",NA,"2","2",NA,"60",NA,NA,"No","No","0.06","50",NA,NA,NA,"50","90",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,"No","No","50",NA,NA,NA,"50","90",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,NA,"No","No","0.1","50",NA,NA,NA,"50","90",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","No","0.02","2","No","30",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","Feet","N/A","Percent","N/A","Spaces per Unit","N/A","Feet","N/A","N/A","Units per Acre","N/A","N/A","N/A","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","Units per Acre","N/A","N/A","N/A","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","N/A","Units per Acre","N/A","N/A","N/A","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Acres","Parking Spaces Add'l to Main Unit","Percent","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.0907744531426412,2.27128898696221e-05,"Acres","Acres","Acres","0.08","Acres"
1625,"Windsor","Windsor","HDR","High Density Residential",1,"No","No","Mixed with Residential",0,0,"Allowed/Conditional","Allowed/Conditional","Public Hearing","Public Hearing","Public Hearing","Allowed/Conditional","Not Mentioned","Public Hearing",NA,"0.05","25","10","20","75","40","N/A","2","N/A","60",NA,NA,"No","No","0.1","20","25","10","20","75","40",NA,"2","2",NA,"60",NA,NA,"No","No","0.15","20","25","10","20","75","40",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,"No","No","20","25","10","20","75","40",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,NA,"No","No","0.25","20","25","10","20","75","40",NA,"2","2","Yes","No",NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","No","0.05","2","No","30",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Feet","Feet","Feet","Percent","N/A","Spaces per Unit","N/A","Feet","N/A","N/A","Units per Acre","Feet","Feet","Feet","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","Units per Acre","Feet","Feet","Feet","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","N/A","Units per Acre","Feet","Feet","Feet","Percent","N/A","Spaces per Unit","Spaces per Unit","N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Acres","Parking Spaces Add'l to Main Unit","Percent","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.297955369656394,9.59478974293159e-05,"Acres","Acres","Acres","0.2","Acres"
1626,"Windsor","Windsor","IND","Industrial",1,"No","No","Nonresidential",0,0,"Prohibited","Prohibited","Prohibited","Prohibited","Prohibited","Allowed/Conditional","Not Mentioned","Public Hearing",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","No","0.92","2","No","30",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","Feet","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Acres","Parking Spaces Add'l to Main Unit","Percent","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,"N/A","Vermont",0.0975111576493397,7.64945691262124e-05,"N/A","N/A","N/A",NA,"N/A"
