COUNTY,RPC,JXTN,JXTN_DIST_NAME,DIST_NAME,ABB_DIST_NAME,DIST_MAP,OVER_,EXT_DIST,DIST_TYPE,AFF_DIST,ELD_DIST,F1FDP,F2FDP,F3FDP,F4FDP,F5FDP,ADUDP,AFFDP,PRDDP,BASE_DENS,NOTES,F1F_MIN_LOT,F1F_FSET,F1F_SSET,F1F_RSET,F1F_FRONT,F1F_MAX_LOT_BLDG,F1F_MAX_LOT_IMP,F1F_PARK,F1F_STORIES,F1F_HEIGHT,F1F_FTA,F1F_MIN_UNIT,F1F_MIN_LOT_COND_ALT,F1F_FSET_COND_ALT,F1F_SSET_COND_ALT,F1F_RSET_COND_ALT,F1F_FRONT_COND_ALT,F1F_MAX_LOT_BLDG_COND_ALT,F1F_MAX_LOT_IMP_COND_ALT,F1F_PARK_COND_ALT,F1F_STORIES_COND_ALT,F1F_HEIGHT_COND_ALT,F1F_FTA_COND_ALT,F1F_MIN_UNIT_COND_ALT,F2F_AFF,F2F_ELD,F2F_MIN_LOT,F2F_MAX_DENS,F2F_FSET,F2F_SSET,F2F_RSET,F2F_FRONT,F2F_MAX_LOT_BLDG,F2F_MAX_LOT_IMP,F2F_PARK_1BR,F2F_PARK_2BR,F2F_STORIES,F2F_HEIGHT,F2F_FTA,F2F_MIN_UNIT,F2F_AFF_COND_ALT,F2F_ELD_COND_ALT,F2F_MIN_LOT_COND_ALT,F2F_MAX_DENS_COND_ALT,F2F_FSET_COND_ALT,F2F_SSET_COND_ALT,F2F_RSET_COND_ALT,F2F_FRONT_COND_ALT,F2F_MAX_LOT_BLDG_COND_ALT,F2F_MAX_LOT_IMP_COND_ALT,F2F_PARK_1BR_COND_ALT,F2F_PARK_2BR_COND_ALT,F2F_STORIES_COND_ALT,F2F_HEIGHT_COND_ALT,F2F_FTA_COND_ALT,F2F_MIN_UNIT_COND_ALT,F3F_AFF,F3F_ELD,F3F_MIN_LOT,F3F_MAX_DENS,F3F_FSET,F3F_SSET,F3F_RSET,F3F_FRONT,F3F_MAX_LOT_BLDG,F3F_MAX_LOT_IMP,F3F_PARK_1BR,F3F_PARK_2BR,F3F_CNXN_H2O,F3F_CNXN_TRANSIT,F3F_STORIES,F3F_HEIGHT,F3F_FTA,F3F_MIN_UNIT,F3F_BEDROOMS,F3F_AFF_COND_ALT,F3F_ELD_COND_ALT,F3F_MIN_LOT_COND_ALT,F3F_MAX_DENS_COND_ALT,F3F_FSET_COND_ALT,F3F_SSET_COND_ALT,F3F_RSET_COND_ALT,F3F_FRONT_COND_ALT,F3F_MAX_LOT_BLDG_COND_ALT,F3F_MAX_LOT_IMP_COND_ALT,F3F_PARK_1BR_COND_ALT,F3F_PARK_2BR_COND_ALT,F3F_CNXN_H2O_COND_ALT,F3F_CNXN_TRANSIT_COND_ALT,F3F_STORIES_COND_ALT,F3F_HEIGHT_COND_ALT,F3F_FTA_COND_ALT,F3F_MIN_UNIT_COND_ALT,F3F_BEDROOMS_COND_ALT,F4F_AFF,F4F_ELD,F4F_MIN_LOT,F4F_MAX_DENS,F4F_FSET,F4F_SSET,F4F_RSET,F4F_FRONT,F4F_MAX_LOT_BLDG,F4F_MAX_LOT_IMP,F4F_PARK_1BR,F4F_PARK_2BR,F4F_CNXN_H2O,F4F_CNXN_TRANSIT,F4F_STORIES,F4F_HEIGHT,F4F_FTA,F4F_MIN_UNIT,F4F_BEDROOMS,F4F_MAX_UNIT,F4F_AFF_COND_ALT,F4F_ELD_COND_ALT,F4F_MIN_LOT_COND_ALT,F4F_MAX_DENS_COND_ALT,F4F_FSET_COND_ALT,F4F_SSET_COND_ALT,F4F_RSET_COND_ALT,F4F_FRONT_COND_ALT,F4F_MAX_LOT_BLDG_COND_ALT,F4F_MAX_LOT_IMP_COND_ALT,F4F_PARK_1BR_COND_ALT,F4F_PARK_2BR_COND_ALT,F4F_CNXN_H2O_COND_ALT,F4F_CNXN_TRANSIT_COND_ALT,F4F_STORIES_COND_ALT,F4F_HEIGHT_COND_ALT,F4F_FTA_COND_ALT,F4F_MIN_UNIT_COND_ALT,F4F_BEDROOMS_COND_ALT,F4F_MAX_UNIT_COND_ALT,F5F_AFF,F5F_ELD,F5F_MIN_LOT,F5F_MAX_DENS,F5F_FSET,F5F_SSET,F5F_RSET,F5F_FRONT,F5F_MAX_LOT_BLDG,F5F_MAX_LOT_IMP,F5F_PARK_1BR,F5F_PARK_2BR,F5F_CNXN_H2O,F5F_CNXN_TRANSIT,F5F_STORIES,F5F_FEET,F5F_FTA,F5F_MIN_UNIT,F5F_BEDROOMS,F5F_MAX_UNIT,F5F_AFF_COND_ALT,F5F_ELD_COND_ALT,F5F_MIN_LOT_COND_ALT,F5F_MAX_DENS_COND_ALT,F5F_FSET_COND_ALT,F5F_SSET_COND_ALT,F5F_RSET_COND_ALT,F5F_FRONT_COND_ALT,F5F_MAX_LOT_BLDG_COND_ALT,F5F_MAX_LOT_IMP_COND_ALT,F5F_PARK_1BR_COND_ALT,F5F_PARK_2BR_COND_ALT,F5F_CNXN_H2O_COND_ALT,F5F_CNXN_TRANSIT_COND_ALT,F5F_STORIES_COND_ALT,F5F_FEET_COND_ALT,F5F_FTA_COND_ALT,F5F_MIN_UNIT_COND_ALT,F5F_BEDROOMS_COND_ALT,F5F_MAX_UNIT_COND_ALT,AFF_DEF,AFF_ELD_ONLY,AFF_MIN_LOT,AFF_MAX_DENS,AFF_PARK_1BR,AFF_PARK_2BR,AFF_MIN_UNIT,AFF_BEDROOMS,AFF_MAX_UNIT,AFF_DEF_COND_ALT,AFF_ELD_ONLY_COND_ALT,AFF_MIN_LOT_COND_ALT,AFF_MAX_DENS_COND_ALT,AFF_PARK_1BR_COND_ALT,AFF_PARK_2BR_COND_ALT,AFF_MIN_UNIT_COND_ALT,AFF_BEDROOMS_COND_ALT,AFF_MAX_UNIT_COND_ALT,ADU_EMP_REQD,ADU_RENTER_PROH,ADU_OWNER_REQD,ADU_ELD,ADU_MIN_LOT,ADU_PARK,ADU_PRIM_STRUC,ADU_MAX_PCT,ADU_MAX_SIZE,ADU_BEDROOMS,ADU_EMP_REQD_COND_ALT,ADU_RENTER_PROH_COND_ALT,ADU_OWNER_REQD_COND_ALT,ADU_ELD_COND_ALT,ADU_MIN_LOT_COND_ALT,ADU_PARK_COND_ALT,ADU_PRIM_STRUC_COND_ALT,ADU_MAX_PCT_COND_ALT,ADU_MAX_SIZE_COND_ALT,ADU_BEDROOMS_COND_ALT,PRD_MHP,PRD_MIN_LOT,PRD_MAX_DENS,PRD_MAX_UNIT,PUD_SUBDV,PUD_THRESH,PUD_ALLOW,PUD_CONSERVE,PRD_MHP_COND_ALT,PRD_MIN_LOT_COND_ALT,PRD_MAX_DENS_COND_ALT,PRD_MAX_UNIT_COND_ALT,PUD_SUBDV_COND_ALT,PUD_THRESH_COND_ALT,PUD_ALLOW_COND_ALT,PUD_CONSERVE_COND_ALT,BYLAW_EFF,Version,Acres,Shape_Length,Shape_Area
Franklin,NWRPC,Saint Albans City ,Saint Albans City Residential 7500,Residential 7500,Hdr,Yes,No,,Primarily Residential,No,No,Permitted,Public Hearing,Permitted,Permitted,,Allowed/Conditional,Not Mentioned,Not Mentioned,,Public Hearing Required For 3- And 4-Unit Housing If Lot Area Is Less Than 0.17 Acres Per Unit. Public Hearing Required For All 5+ Unit Housing.,0.170000000000000,,10.000000000000000,,75.000000000000000,,50.000000000000000,2.000000000000000,,28.000000000000000,,,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,10 Feet Or Average of Neighboring Properties Within 200 Feet,,,,,,,,,No,No,0.170000000000000,11.000000000000000,,10.000000000000000,,75.000000000000000,,50.000000000000000,2.500000000000000,2.500000000000000,,28.000000000000000,,,,,,,10 Feet Or Average of Neighboring Properties Within 200 Feet,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,,,,,,,,,No,No,0.340000000000000,8.000000000000000,,10.000000000000000,,75.000000000000000,,50.000000000000000,2.500000000000000,2.500000000000000,Yes,No,,28.000000000000000,,,,,,,,10 Feet Or Average of Neighboring Properties Within 200 Feet,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,,,,,,,,,,,,No,No,0.500000000000000,8.000000000000000,,10.000000000000000,,75.000000000000000,,50.000000000000000,2.500000000000000,2.500000000000000,Yes,No,,28.000000000000000,,,,,,,,,10 Feet Or Average of Neighboring Properties Within 200 Feet,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,,,,,,,,,,,,,F,F,0.570000000000000,8,,10.000000000000000,,75.000000000000000,,50.000000000000000,2.500000000000000,2.500000000000000,T,F,,28.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,,,No,30.000000000000000,900.000000000000000,,,,,,,,,,,,No,,,,F,,Yes,F,,,,,,,,,2024-02-20,1,82.417834171276510,12037.265997489123038,333533.656426525209099
Franklin,NWRPC,Saint Albans City ,Saint Albans City Residential 9500,Residential 9500,Ldr,Yes,No,,Primarily Residential,No,No,Permitted,Public Hearing,Permitted,Permitted,,Allowed/Conditional,Not Mentioned,Not Mentioned,,None,0.200000000000000,,10.000000000000000,,75.000000000000000,,40.000000000000000,2.000000000000000,,28.000000000000000,,,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,,,,,,,,No,No,0.200000000000000,10.000000000000000,,10.000000000000000,,75.000000000000000,,40.000000000000000,2.500000000000000,2.500000000000000,,28.000000000000000,,,,,,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,,,,,,,,,No,No,0.600000000000000,5.000000000000000,,10.000000000000000,,75.000000000000000,,40.000000000000000,2.500000000000000,2.500000000000000,Yes,No,,28.000000000000000,,,,,,,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,,,,,,,,,,,,No,No,0.800000000000000,5.000000000000000,,10.000000000000000,,75.000000000000000,,40.000000000000000,2.500000000000000,2.500000000000000,Yes,No,,28.000000000000000,,,,4.000000000000000,,,,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,20 Feet Or Average of Neighboring Properties Within 200 Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,,,No,30.000000000000000,900.000000000000000,,,,,,,,,,,,No,,,,F,,Yes,F,,,,,,,,,2024-02-20,1,549.401305291832955,61788.650690811569802,2223351.633078379556537
Franklin,NWRPC,Enosburgh ,Enosburgh Agricultural,Agricultural,Ag,Yes,No,,Mixed with Residential,No,No,Permitted,Public Hearing,Public Hearing,Public Hearing,,Allowed/Conditional,Not Mentioned,Prohibited,,None,1.000000000000000,40.000000000000000,25.000000000000000,15.000000000000000,200.000000000000000,,,2.000000000000000,,35.000000000000000,,,,,,,,,,,,,,,No,No,1.000000000000000,,40.000000000000000,25.000000000000000,15.000000000000000,200.000000000000000,,,2.000000000000000,2.000000000000000,,35.000000000000000,,,,,,,,,,,,,,,,,,,No,No,1.000000000000000,,40.000000000000000,25.000000000000000,15.000000000000000,200.000000000000000,,,2.000000000000000,2.000000000000000,No,No,,35.000000000000000,,,,,,,,,,,,,,,,,,,,,,,No,No,1.000000000000000,,40.000000000000000,25.000000000000000,15.000000000000000,200.000000000000000,,,2.000000000000000,2.000000000000000,No,No,,35.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,F,F,1.000000000000000,,40.000000000000000,25.000000000000000,15.000000000000000,200.000000000000000,,,2.000000000000000,2.000000000000000,F,F,,35.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,1.000000000000000,2.000000000000000,No,30.000000000000000,700.000000000000000,,,,,,,,,,,,No,,,,,,No,,,,,,,,,,2024-02-16,1,7504.522104983982899,368745.188129593443591,30369770.360712986439466
Franklin,NWRPC,Enosburgh ,Enosburgh Conservation,Conservation,Con,Yes,No,,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Allowed/Conditional,Prohibited,Prohibited,,None,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,25.000000000000000,2.000000000000000,No,30.000000000000000,700.000000000000000,,,,,,,,,,,,No,,,,,,,,,,,,,,,,2024-02-16,1,1771.778272711284671,19805.018082872429659,7170143.350847957655787
Franklin,NWRPC,Enosburgh Enosburg Falls ,Enosburgh Enosburg Falls Agricultural/Rural Residential,Agricultural/Rural Residential,Arr,Yes,No,,Mixed with Residential,No,No,Permitted,Prohibited,Prohibited,Prohibited,,Allowed/Conditional,Not Mentioned,Prohibited,,None,2.000000000000000,50.000000000000000,25.000000000000000,30.000000000000000,200.000000000000000,,,2.000000000000000,,35.000000000000000,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,,2.000000000000000,No,30.000000000000000,,1.000000000000000,,,,,,,,,,,No,,,,,,Yes,T,,,,,,,,,2024-02-21,1,376.645791950569901,17295.552321638173453,1524233.795150117948651
Franklin,NWRPC,Enosburgh Enosburg Falls ,Enosburgh Enosburg Falls Central Business,Central Business,Cb,Yes,No,,Mixed with Residential,No,No,Permitted,Permitted,Permitted,Public Hearing,,Allowed/Conditional,Not Mentioned,Prohibited,,None,,,,,,,,2.000000000000000,,,,,,Average of Front Yard Setbacks On Either Side <= 25 Feet,,,,,,,,,,,No,No,,,,,,,,,2.000000000000000,2.000000000000000,,,,,,,,,Average of Front Yard Setbacks On Either Side <= 25 Feet,,,,,,,,,,,,No,No,,,,,,,,,2.000000000000000,2.000000000000000,No,No,,,,,,,,,,Average of Front Yard Setbacks On Either Side <= 25 Feet,,,,,,,,,,,,,,,No,No,,,,,,,,,2.170000000000000,2.170000000000000,No,No,,,,,,,,,,,Average of Front Yard Setbacks On Either Side <= 25 Feet,,,,,,,,,,,,,,,,F,F,,,,,,,,,2.170000000000000,2.170000000000000,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,,2.000000000000000,No,30.000000000000000,,1.000000000000000,,,,,,,,,,,No,,,,F,,Yes,F,,,,,,,,,2024-02-21,1,39.985861735695288,8302.538458848148366,161817.291174582816893
Franklin,NWRPC,Enosburgh Enosburg Falls ,Enosburgh Enosburg Falls Commercial,Commercial,Cm,Yes,No,,Mixed with Residential,No,No,Prohibited,Prohibited,Permitted,Public Hearing,,Prohibited,Not Mentioned,Prohibited,,None,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,0.460000000000000,,15.000000000000000,15.000000000000000,15.000000000000000,75.000000000000000,,,2.000000000000000,2.000000000000000,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,0.460000000000000,,15.000000000000000,15.000000000000000,15.000000000000000,75.000000000000000,,,2.170000000000000,2.170000000000000,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,0.460000000000000,,15.000000000000000,15.000000000000000,15.000000000000000,75.000000000000000,,,2.170000000000000,2.170000000000000,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,No,No,,,No,,,,,,,,,,,,,,No,,,,,,Yes,T,,,,,,,,,2024-02-21,1,78.407598113318656,6859.755473309000990,317304.781826829304919
Franklin,NWRPC,Enosburgh Enosburg Falls ,Enosburgh Enosburg Falls Conservation,Conservation,Con,Yes,No,,Nonresidential,No,No,Public Hearing,Prohibited,Prohibited,Prohibited,,Allowed/Conditional,Not Mentioned,Prohibited,,None,10.000000000000000,50.000000000000000,75.000000000000000,75.000000000000000,300.000000000000000,,,2.000000000000000,,35.000000000000000,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,,2.000000000000000,Yes,30.000000000000000,,1.000000000000000,,,,,,,,,,,No,,,,,,Yes,F,,,,,,,,,2024-02-21,1,450.340415627179482,15224.436109404798117,1822465.816665706690401
Franklin,NWRPC,Enosburgh Enosburg Falls ,Enosburgh Enosburg Falls Flood Hazard Overlay,Flood Hazard Overlay,Fh,Yes,Yes,,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Public Hearing,Not Mentioned,Not Mentioned,,None,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,,2.000000000000000,No,30.000000000000000,,1.000000000000000,,,,,,,,,,,No,,,,,,,,,,,,,,,,2024-02-21,1,86.920610164440077,23664.255708249718737,351755.772503349056933
Franklin,NWRPC,Enosburgh Enosburg Falls ,Enosburgh Enosburg Falls High Density Residential,High Density Residential,Hd,Yes,No,,Primarily Residential,No,No,Permitted,Permitted,Permitted,Public Hearing,,Allowed/Conditional,Not Mentioned,Prohibited,,None,0.230000000000000,,,,75.000000000000000,,,2.000000000000000,,35.000000000000000,,,,Closest Setback of Existing Dwellings On Lots Adjacent to The Property,,,,,,,,,,,No,No,0.460000000000000,,,,,,,,2.000000000000000,2.000000000000000,,35.000000000000000,,,,,,,Closest Setback of Existing Dwellings On Lots Adjacent to The Property,,,,,,,,,,,,No,No,0.460000000000000,,,,,,,,2.000000000000000,2.000000000000000,No,No,,35.000000000000000,,,2.000000000000000,,,,,Closest Setback of Existing Dwellings On Lots Adjacent to The Property,,,,,,,,,,,,,,,No,No,,,,,,,,,2.000000000000000,2.000000000000000,No,No,,35.000000000000000,,,,,,,,,Closest Setback of Existing Dwellings On Lots Adjacent to The Property,,,,,,,,,,,,,,,,F,F,0.460000000000000,,,,,,,,2.170000000000000,2.170000000000000,F,F,,35.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,No,Yes,No,,2.000000000000000,No,30.000000000000000,,1.000000000000000,,,,,,,,,,,No,,,,,,Yes,F,,,,,,,,,2024-02-21,1,235.942769457994018,26017.032997937345499,954827.985908799921162
